CustomerID,Recency,Frequency,MonetaryValue,Cluster,Persona
13259,62,1,283.18,3,Client at Risk
13260,61,1,557.62,3,Client at Risk
13261,269,2,944.1,3,Client at Risk
13262,263,1,200.29,3,Client at Risk
13263,1,35,7436.93,1,Champions
13265,53,5,2092.66,2,loyal clients
13266,11,12,3834.2599999999998,1,Champions
13267,3,19,4521.49,1,Champions
13268,18,11,3174.75,1,Champions
13269,1,15,5343.28,1,Champions
13270,366,1,590.0,3,Client at Risk
13271,37,1,211.49,0,Occasionnal client
13272,31,2,276.56,0,Occasionnal client
13273,113,1,138.98,3,Client at Risk
13276,64,2,590.9300000000001,3,Client at Risk
13277,16,4,258.4,0,Occasionnal client
13278,41,1,542.73,0,Occasionnal client
13279,78,1,137.75,3,Client at Risk
13280,122,3,798.46,2,loyal clients
13282,18,3,1132.14,2,loyal clients
13283,60,2,93.66,3,Client at Risk
13284,331,1,201.19,3,Client at Risk
13285,23,4,2709.12,2,loyal clients
13291,156,1,361.11,3,Client at Risk
13292,39,2,578.9399999999999,0,Occasionnal client
13294,190,2,873.74,3,Client at Risk
13295,360,1,201.20000000000002,3,Client at Risk
13296,137,1,87.4,3,Client at Risk
13297,8,4,2089.85,2,loyal clients
13298,1,1,360.0,0,Occasionnal client
13299,268,1,142.5,3,Client at Risk
13300,169,1,371.89,3,Client at Risk
13301,104,4,618.09,2,loyal clients
13302,155,1,63.75,3,Client at Risk
13304,351,1,300.42,3,Client at Risk
13305,4,10,2000.86,1,Champions
13307,120,1,15.0,3,Client at Risk
13308,23,3,1385.51,2,loyal clients
13309,7,5,1456.79,1,Champions
13310,28,3,1132.03,2,loyal clients
13311,4,2,598.57,0,Occasionnal client
13313,22,5,1555.32,2,loyal clients
13314,2,3,775.94,0,Occasionnal client
13316,37,4,5732.93,2,loyal clients
13317,66,6,2273.68,2,loyal clients
13318,1,3,640.76,0,Occasionnal client
13319,5,26,10845.550000000001,1,Champions
13320,78,4,1532.2,2,loyal clients
13321,72,2,567.36,3,Client at Risk
13322,17,1,199.48000000000002,0,Occasionnal client
13323,3,5,787.85,0,Occasionnal client
13324,36,10,7121.95,1,Champions
13325,82,1,675.3,3,Client at Risk
13327,39,8,3627.77,2,loyal clients
13328,316,1,1308.48,3,Client at Risk
13329,32,2,789.0,0,Occasionnal client
13330,93,3,1140.93,2,loyal clients
13332,14,1,350.9,0,Occasionnal client
13334,82,3,3502.32,2,loyal clients
13336,77,1,795.12,3,Client at Risk
13338,158,1,487.02,3,Client at Risk
13339,201,1,860.12,3,Client at Risk
13340,45,7,10736.48,1,Champions
13341,261,1,775.85,3,Client at Risk
13343,178,1,353.43,3,Client at Risk
13344,68,3,2511.69,2,loyal clients
13345,288,1,389.5,3,Client at Risk
13347,70,1,341.36,3,Client at Risk
13348,64,1,233.76,3,Client at Risk
13349,11,1,247.32,0,Occasionnal client
13350,16,2,979.12,0,Occasionnal client
13351,66,1,373.94,3,Client at Risk
13352,60,1,397.97999999999996,3,Client at Risk
13354,71,1,743.53,3,Client at Risk
13355,122,1,674.7,3,Client at Risk
13356,80,1,768.24,3,Client at Risk
13357,257,1,609.4,3,Client at Risk
13358,269,1,439.03,3,Client at Risk
13359,64,1,439.56,3,Client at Risk
13362,9,4,3090.7400000000002,1,Champions
13363,18,2,992.5,0,Occasionnal client
13364,71,1,134.95999999999998,3,Client at Risk
13365,34,2,2225.37,2,loyal clients
13366,50,1,56.160000000000004,3,Client at Risk
13368,257,2,623.4,3,Client at Risk
13369,366,1,308.28000000000003,3,Client at Risk
13370,372,1,754.87,3,Client at Risk
13372,90,1,378.64,3,Client at Risk
13373,61,3,3312.25,2,loyal clients
13375,89,1,778.65,3,Client at Risk
13376,99,3,1019.76,2,loyal clients
13379,26,3,572.56,0,Occasionnal client
13381,32,6,3639.31,2,loyal clients
13382,281,1,222.99,3,Client at Risk
13384,31,7,4151.93,1,Champions
13385,330,1,534.57,3,Client at Risk
13388,131,2,677.1,3,Client at Risk
13389,11,3,797.96,0,Occasionnal client
13390,75,1,544.08,3,Client at Risk
13391,204,1,59.8,3,Client at Risk
13394,2,8,2520.02,1,Champions
13395,185,1,307.72,3,Client at Risk
13396,29,2,1360.99,2,loyal clients
13397,73,5,1544.13,2,loyal clients
13398,192,1,457.34,3,Client at Risk
13402,127,2,621.23,3,Client at Risk
13403,18,1,75.0,0,Occasionnal client
13404,1,2,252.49,0,Occasionnal client
13405,74,3,572.451,2,loyal clients
13408,2,62,28117.04,1,Champions
13410,24,5,1003.06,2,loyal clients
13411,107,1,213.55,3,Client at Risk
13414,134,3,1390.5,2,loyal clients
13416,44,2,712.5,0,Occasionnal client
13417,5,2,640.83,0,Occasionnal client
13418,12,18,6127.43,1,Champions
13419,64,1,221.06,3,Client at Risk
13420,150,2,159.85,3,Client at Risk
13421,40,2,1833.71,2,loyal clients
13422,64,1,2626.3,2,loyal clients
13425,108,3,1624.21,2,loyal clients
13426,1,10,3641.32,1,Champions
13427,19,3,582.6,0,Occasionnal client
13428,10,1,201.78,0,Occasionnal client
13429,11,4,1006.8,0,Occasionnal client
13430,19,2,679.45,0,Occasionnal client
13431,67,2,1269.1,2,loyal clients
13434,74,2,534.24,3,Client at Risk
13435,5,7,3809.8900000000003,1,Champions
13436,2,1,196.89,0,Occasionnal client
13437,14,7,3408.06,1,Champions
13439,255,1,283.71,3,Client at Risk
13441,92,1,296.64,3,Client at Risk
13447,23,3,1129.14,2,loyal clients
13448,17,6,3534.69,1,Champions
13449,24,1,291.88,0,Occasionnal client
13450,27,6,2043.7199999999998,2,loyal clients
13451,26,5,2898.2599999999998,2,loyal clients
13452,259,2,590.0,3,Client at Risk
13453,166,2,356.97999999999996,3,Client at Risk
13455,25,2,1058.34,0,Occasionnal client
13456,18,6,1766.72,2,loyal clients
13458,7,14,9646.57,1,Champions
13460,29,2,183.44,0,Occasionnal client
13461,39,3,1445.0,2,loyal clients
13462,253,1,151.5,3,Client at Risk
13464,58,1,674.68,3,Client at Risk
13466,184,1,307.9,3,Client at Risk
13467,11,2,1071.91,0,Occasionnal client
13468,2,37,5704.97,1,Champions
13470,99,2,165.0,3,Client at Risk
13471,1,4,2501.84,1,Champions
13473,61,2,422.64,3,Client at Risk
13474,236,1,226.84,3,Client at Risk
13475,191,4,1431.78,2,loyal clients
13476,179,2,1238.47,2,loyal clients
13477,38,6,1454.58,2,loyal clients
13479,201,2,300.95,3,Client at Risk
13481,46,5,1804.56,2,loyal clients
13482,232,1,184.64,3,Client at Risk
13483,66,1,140.34,3,Client at Risk
13484,241,1,313.8,3,Client at Risk
13485,233,1,454.24,3,Client at Risk
13486,78,3,1122.41,2,loyal clients
13487,58,3,575.4,2,loyal clients
13488,17,13,8968.31,1,Champions
13489,105,4,449.52,2,loyal clients
13491,52,10,1215.82,2,loyal clients
13492,136,3,1269.84,2,loyal clients
13493,275,2,618.63,3,Client at Risk
13494,312,1,316.26000000000005,3,Client at Risk
13495,8,5,2044.8700000000001,1,Champions
13496,11,2,653.33,0,Occasionnal client
13497,283,2,348.05,3,Client at Risk
13499,18,5,1159.11,2,loyal clients
13500,23,3,1166.77,2,loyal clients
13501,288,1,1340.32,3,Client at Risk
13502,17,3,292.0,0,Occasionnal client
13503,71,1,216.85,3,Client at Risk
13504,64,1,295.93,3,Client at Risk
13505,73,4,4393.63,2,loyal clients
13506,316,2,458.52,3,Client at Risk
13507,3,4,2479.16,1,Champions
13508,244,1,110.97,3,Client at Risk
13509,9,7,979.72,1,Champions
13510,1,4,1791.56,1,Champions
13512,261,1,251.21,3,Client at Risk
13513,127,1,205.1,3,Client at Risk
13514,74,1,152.20000000000002,3,Client at Risk
13515,73,4,891.12,2,loyal clients
13516,21,3,1389.41,2,loyal clients
13517,60,3,2128.42,2,loyal clients
13518,86,1,627.16,3,Client at Risk
13519,78,1,122.75,3,Client at Risk
13520,59,6,3624.35,2,loyal clients
13521,1,3,1071.73,0,Occasionnal client
13522,30,1,125.80000000000001,0,Occasionnal client
13523,33,5,3964.88,2,loyal clients
13524,41,5,680.1800000000001,2,loyal clients
13525,15,2,628.78,0,Occasionnal client
13527,34,7,2242.36,2,loyal clients
13529,79,2,307.76,3,Client at Risk
13531,205,2,483.8,3,Client at Risk
13532,34,1,210.31,0,Occasionnal client
13533,183,3,269.09,3,Client at Risk
13534,2,25,5870.08,1,Champions
13536,1,7,3444.39,1,Champions
13538,43,7,1280.85,2,loyal clients
13539,86,3,631.34,2,loyal clients
13544,40,2,276.06,0,Occasionnal client
13546,12,3,621.09,0,Occasionnal client
13548,96,2,678.16,3,Client at Risk
13549,26,7,918.2,2,loyal clients
13551,319,1,91.80000000000001,3,Client at Risk
13552,66,12,3740.07,1,Champions
13555,74,4,4098.88,2,loyal clients
13557,28,2,584.06,0,Occasionnal client
13558,6,4,594.52,0,Occasionnal client
13560,7,1,171.42000000000002,0,Occasionnal client
13561,216,1,141.85999999999999,3,Client at Risk
13562,82,3,1799.33,2,loyal clients
13563,84,2,777.53,2,loyal clients
13564,144,3,1724.67,2,loyal clients
13565,19,2,240.22,0,Occasionnal client
13566,41,2,856.84,2,loyal clients
13568,173,1,187.05,3,Client at Risk
13569,17,2,338.62,0,Occasionnal client
13570,243,1,239.49,3,Client at Risk
13571,13,12,2088.94,1,Champions
13572,206,1,1384.25,3,Client at Risk
13573,50,2,290.25,0,Occasionnal client
13575,23,5,732.0699999999999,2,loyal clients
13576,10,18,6717.34,1,Champions
13577,25,4,1687.6000000000001,2,loyal clients
13579,15,2,467.04,0,Occasionnal client
13581,309,1,118.0,3,Client at Risk
13583,156,1,781.03,3,Client at Risk
13584,307,1,142.4,3,Client at Risk
13587,64,1,712.4,3,Client at Risk
13588,16,9,2478.95,1,Champions
13589,15,2,379.65,0,Occasionnal client
13590,11,6,1981.92,1,Champions
13591,65,3,1117.13,2,loyal clients
13592,36,4,247.95999999999998,0,Occasionnal client
13593,108,5,2011.88,2,loyal clients
13594,53,1,396.97,3,Client at Risk
13596,6,2,664.11,0,Occasionnal client
13598,47,1,160.04,3,Client at Risk
13599,1,21,5149.92,1,Champions
13600,312,1,219.52,3,Client at Risk
13601,45,2,693.32,0,Occasionnal client
13602,65,1,428.89,3,Client at Risk
13603,26,1,164.34,0,Occasionnal client
13606,29,3,276.75,0,Occasionnal client
13607,40,1,675.51,0,Occasionnal client
13610,12,7,1082.33,2,loyal clients
13611,89,3,1154.4,2,loyal clients
13614,24,4,1585.46,2,loyal clients
13615,319,1,417.69,3,Client at Risk
13617,40,3,544.18,2,loyal clients
13618,174,1,177.34,3,Client at Risk
13621,117,1,213.85,3,Client at Risk
13623,31,5,727.74,2,loyal clients
13626,253,1,257.23,3,Client at Risk
13627,59,5,1638.47,2,loyal clients
13629,23,11,7792.36,1,Champions
13630,5,7,2031.78,1,Champions
13631,100,11,3070.42,2,loyal clients
13632,25,5,2118.93,2,loyal clients
13634,33,5,1547.3600000000001,2,loyal clients
13635,68,1,1071.03,3,Client at Risk
13636,37,5,949.12,2,loyal clients
13637,52,3,804.3,2,loyal clients
13638,16,1,122.64,0,Occasionnal client
13639,74,1,1033.34,3,Client at Risk
13642,216,1,312.28,3,Client at Risk
13643,31,3,519.44,0,Occasionnal client
13644,16,4,2624.26,2,loyal clients
13645,120,1,252.1,3,Client at Risk
13647,10,4,1648.1200000000001,2,loyal clients
13649,257,2,346.6,3,Client at Risk
13650,17,6,1836.34,2,loyal clients
13651,35,2,94.2,0,Occasionnal client
13652,46,3,1095.08,2,loyal clients
13654,43,6,2707.33,2,loyal clients
13655,114,2,932.97,2,loyal clients
13656,165,2,379.65,3,Client at Risk
13657,11,2,382.14,0,Occasionnal client
13658,10,5,2639.17,1,Champions
13659,206,2,1563.0,2,loyal clients
13662,86,3,881.26,2,loyal clients
13663,179,1,189.47,3,Client at Risk
13666,60,3,84.65,3,Client at Risk
13667,149,1,299.05,3,Client at Risk
13668,3,21,6309.83,1,Champions
13669,51,2,218.55,3,Client at Risk
13670,75,1,349.7,3,Client at Risk
13672,301,2,186.39000000000001,3,Client at Risk
13673,19,2,387.44,0,Occasionnal client
13675,151,2,486.82000000000005,3,Client at Risk
13678,152,1,232.6,3,Client at Risk
13680,1,4,3719.12,1,Champions
13681,18,4,827.83,2,loyal clients
13682,187,1,59.5,3,Client at Risk
13684,286,1,65.13,3,Client at Risk
13685,3,7,3119.44,1,Champions
13686,183,1,72.0,3,Client at Risk
13689,63,1,910.0,3,Client at Risk
13690,59,1,172.25,3,Client at Risk
13692,25,3,1488.32,2,loyal clients
13694,4,50,65039.62,1,Champions
13695,31,15,2504.13,1,Champions
13697,39,1,151.29999999999998,3,Client at Risk
13699,155,1,308.58000000000004,3,Client at Risk
13700,26,10,2248.63,1,Champions
13703,318,1,99.5,3,Client at Risk
13704,5,9,2308.06,1,Champions
13705,8,3,711.86,0,Occasionnal client
13706,303,1,330.79,3,Client at Risk
13707,267,2,806.41,3,Client at Risk
13708,271,1,285.33,3,Client at Risk
13709,4,13,6307.650000000001,1,Champions
13710,32,1,180.48,0,Occasionnal client
13711,219,2,252.06,3,Client at Risk
13712,247,1,228.84,3,Client at Risk
13715,281,5,1077.39,2,loyal clients
13716,269,1,138.28,3,Client at Risk
13717,32,6,1445.01,2,loyal clients
13718,246,2,306.55,3,Client at Risk
13719,15,5,1041.68,2,loyal clients
13720,117,4,799.9,2,loyal clients
13721,36,1,524.14,0,Occasionnal client
13722,132,3,2375.41,2,loyal clients
13723,217,1,199.85000000000002,3,Client at Risk
13725,50,8,1980.56,2,loyal clients
13726,39,2,1079.6599999999999,2,loyal clients
13727,29,2,333.48,0,Occasionnal client
13728,37,6,1016.14,2,loyal clients
13730,136,2,752.6,3,Client at Risk
13731,219,2,610.59,3,Client at Risk
13732,28,1,491.86,0,Occasionnal client
13735,25,4,2883.54,2,loyal clients
13736,5,2,729.8,0,Occasionnal client
13737,200,1,339.59999999999997,3,Client at Risk
13739,18,1,216.9,0,Occasionnal client
13740,241,1,350.75,3,Client at Risk
13741,72,3,668.4300000000001,2,loyal clients
13742,17,12,3107.87,1,Champions
13743,3,7,1341.6,1,Champions
13744,95,2,1080.52,2,loyal clients
13745,162,1,300.04,3,Client at Risk
13747,374,1,79.6,3,Client at Risk
13748,96,5,948.25,2,loyal clients
13750,54,5,1647.26,2,loyal clients
13751,288,1,296.25,3,Client at Risk
13752,124,6,1175.38,2,loyal clients
13753,288,1,741.26,3,Client at Risk
13754,152,2,282.59999999999997,3,Client at Risk
13755,4,9,2108.06,1,Champions
13756,2,14,5189.52,1,Champions
13758,12,7,3190.55,1,Champions
13759,33,2,659.4100000000001,0,Occasionnal client
13760,54,2,286.79,3,Client at Risk
13761,50,2,1070.65,2,loyal clients
13762,219,1,306.72,3,Client at Risk
13763,63,1,1714.96,2,loyal clients
13764,71,3,1519.42,2,loyal clients
13767,2,37,17220.36,1,Champions
13769,2,10,2796.51,1,Champions
13771,64,4,2634.45,2,loyal clients
13772,34,3,1122.63,2,loyal clients
13774,82,1,345.0,3,Client at Risk
13777,1,33,25977.16,1,Champions
13778,103,1,178.7,3,Client at Risk
13780,7,2,360.01,0,Occasionnal client
13781,251,1,127.84,3,Client at Risk
13782,13,6,908.86,2,loyal clients
13784,10,11,2462.79,1,Champions
13786,367,1,230.39999999999998,3,Client at Risk
13787,76,2,309.04,3,Client at Risk
13790,4,1,348.8,0,Occasionnal client
13791,128,2,1516.0,2,loyal clients
13792,66,2,195.55,3,Client at Risk
13798,1,57,37153.85,1,Champions
13799,117,2,688.86,3,Client at Risk
13800,310,1,558.32,3,Client at Risk
13801,67,1,324.8,3,Client at Risk
13802,139,3,4599.42,2,loyal clients
13803,255,1,277.07,3,Client at Risk
13804,31,7,2588.39,2,loyal clients
13805,52,2,924.6,2,loyal clients
13806,64,1,256.38,3,Client at Risk
13807,367,1,112.6,3,Client at Risk
13808,6,5,1747.66,1,Champions
13809,305,1,155.05,3,Client at Risk
13810,29,3,1499.01,2,loyal clients
13811,184,3,814.5,2,loyal clients
13812,42,3,539.0,2,loyal clients
13813,40,4,1366.8600000000001,2,loyal clients
13814,92,2,1579.12,2,loyal clients
13815,22,4,4027.36,2,loyal clients
13816,24,2,571.6700000000001,0,Occasionnal client
13817,29,2,382.98,0,Occasionnal client
13819,302,3,1140.35,2,loyal clients
13821,145,2,385.64,3,Client at Risk
13822,6,2,632.0,0,Occasionnal client
13823,19,2,957.66,0,Occasionnal client
13824,33,5,1698.94,2,loyal clients
13826,176,1,189.5,3,Client at Risk
13827,58,3,409.8,2,loyal clients
13828,22,1,209.49,0,Occasionnal client
13831,16,6,2198.45,2,loyal clients
13832,19,1,52.199999999999996,0,Occasionnal client
13833,159,1,383.85,3,Client at Risk
13835,25,4,834.57,2,loyal clients
13837,212,2,266.59000000000003,3,Client at Risk
13838,6,4,674.82,0,Occasionnal client
13841,253,1,85.0,3,Client at Risk
13842,59,9,3385.62,2,loyal clients
13844,11,1,361.62,0,Occasionnal client
13845,65,1,312.98,3,Client at Risk
13846,25,3,865.0600000000001,2,loyal clients
13848,92,3,1255.0,2,loyal clients
13849,52,2,1537.95,2,loyal clients
13850,129,1,1595.48,3,Client at Risk
13851,96,3,2651.46,2,loyal clients
13853,57,1,1090.14,2,loyal clients
13854,9,25,8109.5199999999995,1,Champions
13856,169,3,388.5,3,Client at Risk
13858,57,1,216.17,3,Client at Risk
13859,326,1,201.16,3,Client at Risk
13860,1,5,1245.9,1,Champions
13862,18,8,2209.36,1,Champions
13863,248,1,305.78,3,Client at Risk
13865,58,4,501.56,2,loyal clients
13866,74,1,145.67000000000002,3,Client at Risk
13867,31,3,1005.09,2,loyal clients
13868,7,2,3192.54,2,loyal clients
13869,123,4,3083.65,2,loyal clients
13870,2,8,2770.94,1,Champions
13871,23,13,6403.25,1,Champions
13873,120,3,389.6,3,Client at Risk
13874,358,1,540.45,3,Client at Risk
13875,54,5,1786.79,2,loyal clients
13876,64,1,122.7,3,Client at Risk
13877,86,1,117.24,3,Client at Risk
13878,55,1,1271.57,2,loyal clients
13880,21,13,3219.77,1,Champions
13881,4,20,17159.52,1,Champions
13882,3,5,1191.13,1,Champions
13883,11,5,2674.48,1,Champions
13884,7,5,787.6,0,Occasionnal client
13885,189,2,506.8,3,Client at Risk
13886,71,1,243.56,3,Client at Risk
13887,204,1,349.55,3,Client at Risk
13888,120,2,595.67,3,Client at Risk
13889,93,1,416.90000000000003,3,Client at Risk
13890,1,10,1883.8100000000002,1,Champions
13892,27,4,632.97,2,loyal clients
13893,298,1,821.1,3,Client at Risk
13894,24,3,564.62,0,Occasionnal client
13895,28,4,2593.07,2,loyal clients
13897,50,1,311.16,3,Client at Risk
13898,326,1,155.93,3,Client at Risk
13899,16,2,388.52,0,Occasionnal client
13900,183,3,740.95,2,loyal clients
13901,72,5,2867.2,2,loyal clients
13904,37,2,332.64,0,Occasionnal client
13908,80,4,2369.55,2,loyal clients
13911,57,9,2580.91,2,loyal clients
13914,12,2,626.45,0,Occasionnal client
13917,50,2,272.04,0,Occasionnal client
13918,50,2,1212.8400000000001,2,loyal clients
13919,59,2,384.81,3,Client at Risk
13922,352,1,172.25,3,Client at Risk
13923,54,1,351.13,3,Client at Risk
13924,2,6,1838.8500000000001,1,Champions
13925,93,4,678.25,2,loyal clients
13926,23,1,223.85000000000002,0,Occasionnal client
13927,75,1,348.99,3,Client at Risk
13928,11,4,464.57,0,Occasionnal client
13929,169,2,842.65,3,Client at Risk
13930,58,2,337.34,3,Client at Risk
13931,96,2,1237.53,2,loyal clients
13932,295,1,307.4,3,Client at Risk
13933,109,2,608.7900000000001,3,Client at Risk
13934,264,1,922.1,3,Client at Risk
13936,180,1,376.58,3,Client at Risk
13937,169,1,158.85,3,Client at Risk
13938,35,1,71.66,3,Client at Risk
13939,23,3,568.55,0,Occasionnal client
13940,17,4,839.14,2,loyal clients
13941,22,5,5112.96,2,loyal clients
13946,79,3,561.5699999999999,2,loyal clients
13947,65,1,90.6,3,Client at Risk
13948,361,1,102.0,3,Client at Risk
13949,3,6,2427.32,1,Champions
13950,11,4,745.06,0,Occasionnal client
13951,176,3,674.45,3,Client at Risk
13952,218,2,3251.071,2,loyal clients
13953,7,7,3515.68,1,Champions
13954,2,2,439.92,0,Occasionnal client
13955,154,2,322.96,3,Client at Risk
13956,5,5,1019.27,0,Occasionnal client
13959,79,3,594.04,2,loyal clients
13960,21,2,230.22,0,Occasionnal client
13962,22,2,169.55,0,Occasionnal client
13963,308,4,664.54,3,Client at Risk
13967,146,1,80.7,3,Client at Risk
13969,7,18,9024.17,1,Champions
13971,19,8,2758.26,1,Champions
13972,71,2,190.25,3,Client at Risk
13973,287,1,264.7,3,Client at Risk
13974,49,1,413.59000000000003,3,Client at Risk
13975,31,6,2461.2400000000002,2,loyal clients
13976,207,1,357.98,3,Client at Risk
13978,15,2,196.79000000000002,0,Occasionnal client
13979,73,1,869.87,3,Client at Risk
13980,60,1,200.14,3,Client at Risk
13982,39,4,1871.81,2,loyal clients
13983,30,12,2603.43,1,Champions
13984,27,5,920.51,2,loyal clients
13985,4,15,7060.13,1,Champions
13986,17,1,320.46,0,Occasionnal client
13988,20,6,4147.96,1,Champions
13989,66,2,1266.08,2,loyal clients
13990,213,1,311.3,3,Client at Risk
13991,12,6,852.88,2,loyal clients
13992,30,1,76.8,0,Occasionnal client
13993,43,9,3466.36,2,loyal clients
13994,4,6,2274.14,1,Champions
13995,15,5,1393.69,2,loyal clients
13999,10,12,3901.81,1,Champions
14000,211,1,635.66,3,Client at Risk
14001,46,3,2043.0800000000002,2,loyal clients
14002,134,2,529.73,3,Client at Risk
14004,43,7,4582.64,2,loyal clients
14005,10,5,2874.72,1,Champions
14006,116,3,962.19,2,loyal clients
14009,198,2,695.61,3,Client at Risk
14012,278,1,328.8,3,Client at Risk
14013,110,3,473.02,3,Client at Risk
14014,77,1,505.18,3,Client at Risk
14015,53,1,917.34,0,Occasionnal client
14016,162,4,4341.21,2,loyal clients
14019,47,3,1421.61,2,loyal clients
14020,17,2,642.8,0,Occasionnal client
14021,155,3,631.9,3,Client at Risk
14022,225,1,440.0,3,Client at Risk
14023,7,2,584.07,0,Occasionnal client
14024,122,2,327.7,3,Client at Risk
14027,61,1,104.82,3,Client at Risk
14029,63,2,467.66,3,Client at Risk
14030,18,8,2358.84,1,Champions
14031,7,19,17286.86,1,Champions
14032,2,11,2975.59,1,Champions
14034,22,3,648.89,0,Occasionnal client
14035,29,5,1428.02,2,loyal clients
14036,285,1,626.65,3,Client at Risk
14037,176,2,147.20000000000002,3,Client at Risk
14038,78,3,1560.38,2,loyal clients
14039,33,1,152.2,0,Occasionnal client
14040,41,12,3560.32,1,Champions
14041,266,1,141.41,3,Client at Risk
14044,27,4,646.42,2,loyal clients
14045,109,4,1659.75,2,loyal clients
14046,284,1,154.99,3,Client at Risk
14047,9,5,1308.6100000000001,2,loyal clients
14048,305,1,409.93,3,Client at Risk
14049,17,4,5578.72,2,loyal clients
14050,32,2,746.36,0,Occasionnal client
14051,1,23,15610.390000000001,1,Champions
14052,20,1,225.36,0,Occasionnal client
14053,124,2,260.25,3,Client at Risk
14054,65,1,92.46,3,Client at Risk
14055,106,1,725.6400000000001,3,Client at Risk
14056,1,23,8152.71,1,Champions
14057,24,17,6211.66,1,Champions
14059,267,1,183.6,3,Client at Risk
14060,5,19,6140.42,1,Champions
14062,10,12,10464.85,1,Champions
14064,29,5,1334.34,2,loyal clients
14066,267,1,152.55,3,Client at Risk
14067,64,2,374.7,3,Client at Risk
14068,320,1,265.85,3,Client at Risk
14071,4,8,1437.57,1,Champions
14073,32,1,151.04,0,Occasionnal client
14075,5,3,942.26,0,Occasionnal client
14076,129,1,118.67,3,Client at Risk
14077,41,5,499.41999999999996,2,loyal clients
14078,102,6,1049.37,2,loyal clients
14079,125,1,375.1,3,Client at Risk
14080,33,1,45.599999999999994,3,Client at Risk
14081,302,2,921.62,3,Client at Risk
14082,365,1,182.25,3,Client at Risk
14083,4,9,1002.9,1,Champions
14085,2,18,4421.29,1,Champions
14087,3,1,191.47,0,Occasionnal client
14088,10,13,50491.81,1,Champions
14089,57,1,158.75,3,Client at Risk
14090,325,1,76.32000000000001,3,Client at Risk
14092,8,14,4076.91,1,Champions
14093,12,1,433.86,0,Occasionnal client
14096,4,17,65164.79,1,Champions
14098,37,1,147.35,0,Occasionnal client
14099,16,11,3104.17,1,Champions
14100,138,1,191.95000000000002,3,Client at Risk
14101,74,6,5976.79,2,loyal clients
14102,5,5,1105.8799999999999,1,Champions
14104,155,2,216.20999999999998,3,Client at Risk
14105,239,1,1266.23,3,Client at Risk
14107,52,7,2703.23,2,loyal clients
14108,31,2,597.91,0,Occasionnal client
14109,73,1,144.2,3,Client at Risk
14110,4,12,5683.15,1,Champions
14111,14,4,692.85,0,Occasionnal client
14112,23,7,2915.15,1,Champions
14113,4,4,1840.42,1,Champions
14114,274,2,386.53,3,Client at Risk
14116,20,5,1382.74,2,loyal clients
14117,144,1,90.0,3,Client at Risk
14121,4,4,2780.15,1,Champions
14124,84,1,419.58000000000004,3,Client at Risk
14125,11,3,2720.63,2,loyal clients
14126,8,3,706.1300000000001,0,Occasionnal client
14127,123,3,709.71,2,loyal clients
14128,61,2,637.5,2,loyal clients
14129,2,5,1123.8600000000001,1,Champions
14130,319,1,480.91,3,Client at Risk
14132,2,11,3586.0299999999997,1,Champions
14133,130,3,605.64,2,loyal clients
14135,2,15,4690.31,1,Champions
14138,2,2,965.8800000000001,0,Occasionnal client
14139,46,1,415.82,0,Occasionnal client
14140,4,2,935.05,0,Occasionnal client
14141,3,4,915.13,0,Occasionnal client
14142,373,1,311.81,3,Client at Risk
14143,134,1,115.8,3,Client at Risk
14145,47,4,3742.2,2,loyal clients
14146,9,5,4191.0,1,Champions
14147,78,2,483.4,3,Client at Risk
14148,234,1,157.2,3,Client at Risk
14149,221,1,446.62,3,Client at Risk
14150,36,2,658.64,0,Occasionnal client
14152,75,2,621.29,3,Client at Risk
14154,239,2,1345.62,2,loyal clients
14155,266,1,118.75,3,Client at Risk
14156,10,55,117210.08,1,Champions
14157,20,2,424.89000000000004,0,Occasionnal client
14158,40,1,507.66,0,Occasionnal client
14159,20,11,4630.35,1,Champions
14161,216,3,1097.6200000000001,2,loyal clients
14162,174,2,289.36,3,Client at Risk
14163,87,4,2445.91,2,loyal clients
14164,71,2,1631.77,2,loyal clients
14165,276,1,120.44,3,Client at Risk
14167,39,4,562.59,2,loyal clients
14171,98,1,363.79,3,Client at Risk
14173,11,4,450.84,0,Occasionnal client
14174,33,1,134.46,0,Occasionnal client
14175,60,3,3222.3,2,loyal clients
14176,297,4,576.9000000000001,3,Client at Risk
14177,86,4,549.46,2,loyal clients
14178,9,7,1600.26,1,Champions
14179,41,2,701.57,0,Occasionnal client
14180,11,25,4748.52,1,Champions
14184,67,1,452.89,3,Client at Risk
14185,331,1,197.65,3,Client at Risk
14188,31,6,2054.36,2,loyal clients
14189,2,15,4654.08,1,Champions
14191,2,13,4684.76,1,Champions
14193,68,2,853.39,2,loyal clients
14194,5,21,11349.52,1,Champions
14195,202,2,1012.0,3,Client at Risk
14196,107,1,335.52,3,Client at Risk
14198,18,4,701.4,2,loyal clients
14199,218,1,185.39999999999998,3,Client at Risk
14201,60,7,747.44,2,loyal clients
14204,2,1,150.61,0,Occasionnal client
14205,17,2,466.7,0,Occasionnal client
14206,239,1,328.15999999999997,3,Client at Risk
14208,95,1,151.74,3,Client at Risk
14209,11,6,2073.43,1,Champions
14210,106,6,1905.8400000000001,2,loyal clients
14211,53,9,2241.1,2,loyal clients
14212,90,1,1070.48,3,Client at Risk
14214,31,5,1004.38,2,loyal clients
14215,12,6,1789.72,1,Champions
14216,3,4,1839.3,1,Champions
